Open,Close,High,Low,Volume,Date
1286.8,1278.65,1289.005,1271.75,,06/08/17
1294.41,1286.91,1294.505,1283.3,,06/07/17
1280.355,1298.75,1298.75,1279.8,,06/06/17
1279.91,1279.95,1283.255,1278.16,,06/05/17
1265.65,1279.98,1279.98,1259.91,,06/02/17
1268.755,1265.65,1270.41,1261.855,,06/01/17
1262.55,1268.6,1273.505,1259.755,,05/31/17
1266.91,1269.5,1270.7,1259.605,,05/30/17
1267.41,1271.45,1271.45,1265.505,,05/29/17
1267.05,1267.05,1267.05,1267.05,,05/28/17
1255.91,1267.05,1269.505,1253.855,,05/26/17
1258.16,1255.75,1259.71,1254.105,,05/25/17
1251.855,1258.2,1258.91,1248.105,,05/24/17
1260.505,1251.15,1263.8,1250.855,,05/23/17
1255.3,1260.45,1262.605,1251.96,,05/22/17
1255.55,1255.55,1260.9,1255.55,,05/21/17
1246.8,1255.55,1256.46,1246.8,,05/19/17
1260.16,1245.95,1264.96,1245.95,,05/18/17
1236.96,1260.745,1260.91,1236.71,,05/17/17
1231.41,1241.75,1241.875,1230.505,,05/16/17
1230.05,1230.71,1237.25,1227.105,,05/15/17
1233.25,1233.25,1233.25,1233.25,,05/14/17
1225.3,1233.25,1233.25,1224.605,,05/12/17
1219.355,1224.85,1227.105,1217.71,,05/11/17
1221.255,1219.15,1225.46,1217.8,,05/10/17
1226.8,1221.3,1228.755,1214.755,,05/09/17
1225.355,1222.3,1236.16,1222.3,,05/08/17
1228.96,1221.2,1235.46,1221.2,,05/05/17
1238.3,1227.75,1241.3,1226.005,,05/04/17
1256.355,1238.375,1256.8,1236.91,,05/03/17
1256.05,1254.6,1257.71,1252.3,,05/02/17
1268.16,1256.8,1271.21,1254.41,,05/01/17
1268.15,1268.15,1268.15,1268.15,,04/30/17
1268.15,1268.15,1268.15,1268.15,,04/29/17
1264.21,1268.15,1268.505,1263.41,,04/28/17
1269.1,1268.25,1269.65,1261.505,,04/27/17
1263.55,1272.25,1272.375,1260.46,,04/26/17
1276.105,1263.75,1278.105,1262.41,,04/25/17
1273.005,1278,1278.875,1267.3,,04/24/17
1281.755,1285,1288.05,1278.755,,04/21/17
1279.605,1286.75,1286.75,1276.855,,04/20/17
1289.755,1281.4,1290.755,1277.005,,04/19/17
1284.66,1289.65,1292.255,1280.005,,04/18/17
1290.96,1284.8,1295.41,1281.855,,04/17/17
1287.35,1285.69,1288.75,1284.25,,04/14/17
1285.41,1287.605,1288.46,1282.16,,04/13/17
1273.91,1286.6,1286.755,1272.355,,04/12/17
1255.2,1276.75,1276.875,1253.3,,04/11/17
1254.91,1254.73,1256.71,1247.855,,04/10/17
1254.05,1254.05,1254.05,1254.05,,04/09/17
1254.05,1254.05,1254.05,1254.05,,04/08/17
1251.8,1254.05,1270.005,1250.755,,04/07/17
1256.005,1253.55,1259.005,1250.3,,04/06/17
1256.05,1255.3,1257.105,1244.105,,04/05/17
1254.66,1253.75,1261.105,1253.625,,04/04/17
1249.125,1258.25,1258.25,1244.71,,04/03/17
1249.13,1249.13,1249.13,1249.13,,04/02/17
1244.005,1249.13,1250.21,1240.05,,03/31/17
1243.3,1243.3,1243.3,1243.3,,03/30/17
1251.125,1252.45,1254.355,1247.71,,03/29/17
1253.855,1256.15,1258.46,1248.21,,03/28/17
1248.855,1257.45,1261.005,1248.855,,03/27/17
0,1254.58,1254.58,1254.58,,03/26/17
1244.96,1245.385,1251.8,1241.21,,03/24/17
1247.755,1244.855,1252.855,1243.16,,03/23/17
1245.505,1247.46,1251.355,1244.3,,03/22/17
1234.55,1245.855,1247.55,1227.005,,03/21/17
1230.605,1234.505,1235.505,1229.505,,03/20/17
1229.15,1230.8,1231.005,1229.15,,03/19/17
1226.96,1229.15,1231.71,1224.91,,03/17/17
1219.05,1227.05,1233.3,1218.8,,03/16/17
1199.3,1218.855,1221.9,1198.105,,03/15/17
1202.255,1199.005,1207.41,1197.55,,03/14/17
1206.21,1202.66,1211.16,1202.16,,03/13/17
1204.8,1206.35,1207.05,1204.8,,03/12/17
1200.855,1204.8,1206.2,1195.16,,03/10/17
1208.46,1200.9,1209.05,1199.45,,03/09/17
1216.355,1205.25,1218.41,1205.125,,03/08/17
1225.8,1212.95,1227.05,1211.125,,03/07/17
1233.3,1228.05,1236.755,1225.05,,03/06/17
1234.78,1234.78,1234.78,1234.78,,03/05/17
1234.41,1234.78,1236.3,1223.255,,03/03/17
1248.66,1234.65,1248.755,1231.2,,03/02/17
1248.605,1249.75,1250.4,1237.15,,03/01/17
1252.55,1248.38,1258.255,1248.05,,02/28/17
1256.16,1247.25,1263.71,1247.125,,02/27/17
1256.98,1256.98,1256.98,1256.98,,02/26/17
1249.355,1256.98,1260.05,1247.8,,02/24/17
1237.16,1249.3,1250.85,1235.96,,02/23/17
1236.16,1237.6,1240.355,1232.05,,02/22/17
1237.3,1235.95,1238.755,1226.71,,02/21/17
1235.91,1239.35,1239.35,1233.005,,02/20/17
1235.03,1230.25,1235.03,1230.25,,02/19/17
1238.605,1235.03,1243.755,1234.755,,02/17/17
1233.755,1239.35,1242.355,1232.255,,02/16/17
1228.66,1233,1233.3,1217.16,,02/15/17
1225.3,1228.69,1234.605,1222.16,,02/14/17
1230.91,1226.95,1232.21,1219.505,,02/13/17
1233.55,1233.55,1233.55,1233.55,,02/12/17
1229.005,1233.55,1236.66,1221.755,,02/10/17
1241.05,1226.32,1244.3,1226.32,,02/09/17
1234.005,1242.375,1244.71,1230.3,,02/08/17
1234.55,1233.75,1235.8,1228.05,,02/07/17
1222.605,1235.82,1235.82,1219.55,,02/06/17
1220.2,1220.2,1220.2,1220.2,,02/05/17
1214.91,1220.2,1221.3,1209.35,,02/03/17
1208.96,1215.95,1225.21,1208.55,,02/02/17
1210.8,1214.75,1214.75,1198.41,,02/01/17
1195.55,1215.35,1215.355,1194.255,,01/31/17
1192.96,1197.75,1199.35,1188.45,,01/30/17
1191.18,1191.18,1191.18,1191.18,,01/29/17
1191.18,1191.18,1191.18,1191.18,,01/28/17
1189.07,1191.18,1191.71,1181.505,,01/27/17
1200.96,1188.52,1202.505,1184.71,,01/26/17
1209.46,1203.75,1209.66,1193.5,,01/25/17
1219.25,1209.3,1219.5,1206.96,,01/24/17
1215.05,1219.45,1219.55,1209.605,,01/23/17
0,1192.85,1192.85,1192.85,,01/22/17
1203.46,1209.1,1214.505,1199.005,,01/20/17
1203.605,1204.755,1206.55,1196.105,,01/19/17
1216.605,1203.91,1217.505,1202.605,,01/18/17
1203.855,1216.85,1218.71,1203.255,,01/17/17
1198.46,1202.5,1208.5,1198.46,,01/16/17
1197.45,1197.45,1197.45,1197.45,,01/15/17
1194.505,1197.45,1200.8,1187.96,,01/13/17
1194.46,1195.8,1206.755,1193.55,,01/12/17
1187.66,1191.855,1198.255,1177.505,,01/11/17
1181.96,1189.25,1190.46,1180.355,,01/10/17
1172.18,1188.75,1188.75,1172.18,,01/09/17
1180.16,1169.75,1181.355,1169.625,,01/06/17
1163.505,1179.88,1184.755,1163.21,,01/05/17
1158.8,1163.6,1163.6,1158.8,,01/04/17
1151.21,1158.96,1163.41,1146.46,,01/03/17
1152.15,1152.15,1152.15,1152.15,,01/02/17
1151.85,1151.85,1151.85,1151.85,,12/30/16
1142.505,1157.9,1159.16,1141.96,,12/29/16
1139.46,1141.58,1144.46,1136.65,,12/28/16
1133.95,1138.85,1148.05,1131.85,,12/27/16
1133.96,1133.96,1133.96,1133.96,,12/26/16
1128.55,1133.95,1135.55,1128.41,,12/23/16
1131.55,1128.77,1134,1128,,12/22/16
1132.66,1131.25,1137.2,1129.66,,12/21/16
1138.605,1132.05,1139.755,1126,,12/20/16
1128.66,1134.03,1141.35,1126.755,,12/16/16
1142.16,1128.2,1144.41,1123.1,,12/15/16
1158.755,1140.25,1165,1140.1,,12/14/16
1163.3,1158.25,1164.91,1154.75,,12/13/16
1160.355,1162.45,1165.7,1152.255,,12/12/16
1170.66,1160.35,1172.05,1156.8,,12/09/16
1174.41,1170.75,1178.605,1169.55,,12/08/16
1169.505,1173.95,1180.355,1166.105,,12/07/16
1170.255,1178.75,1178.75,1167.15,,12/06/16
0,1170.24,0,0,,12/05/16
1172.605,1177.5,1177.91,1167.46,,12/02/16
1174.21,1161,1176.55,1161,,12/01/16
1188.505,1173.38,1195.005,1168.55,,11/30/16
1194.3,1187.75,1194.855,1181.71,,11/29/16
1189.355,1194.75,1194.875,1183.755,,11/28/16
1182.25,1182.25,1182.25,1182.25,,11/27/16
1185.605,1182.25,1193.005,1171.605,,11/25/16
1188.25,1184.09,1190.46,1181.95,,11/24/16
1213.2,1193.375,1215,1182.16,,11/23/16
1213.7,1212.3,1220.95,1206.96,,11/22/16
1207.35,1207.25,1260.9,1205.8,,11/21/16
1200.85,1200.85,1200.85,1200.85,,11/20/16
1216.8,1208.55,1217.8,1204.3,,11/18/16
1225.5,1222.755,1233.375,1211.55,,11/17/16
1228.5,1224.15,1232.9,1221.7,,11/16/16
1222,1228.7,1231.4,1219.4,,11/15/16
1229.7,1221.1,1231.25,1211.755,,11/14/16
0,1211.25,1227.6,1211.25,,11/13/16
1259.4,1227.6,1303.15,1220.65,,11/11/16
1265.6,1246.95,1268.25,1246.95,,11/10/16
1273.35,1270.55,1336.7,1269.8,,11/09/16
1282.65,1271.25,1290.505,1271.25,,11/08/16
1292.2,1279.25,1295.8,1278.4,,11/07/16
1281.25,1281.25,1281.25,1281.25,,11/06/16
1304.45,1304.25,1306.7,1294.9,,11/04/16
1298.4,1303.05,1306.25,1286.105,,11/03/16
1288.6,1298.1,1307.55,1296.9,,11/02/16
1276.95,1289.05,1291.91,1275.85,,11/01/16
1277.4,1276.75,1279.5,1269.25,,10/31/16
1277.75,1277.7,1279.4,1276.55,,10/30/16
1268.45,1276.3,1284.23,1262.63,,10/28/16
1266.8,1265.75,1272.45,1265.3,,10/27/16
1274.34,1265.75,1276.3,1265.005,,10/26/16
1270,1276.75,1276.75,1267.1,,10/25/16
1266.1,1260.9,1271.91,1260.9,,10/24/16
1266.75,1266.75,1266.75,1266.75,,10/23/16
1263.63,1266.75,1268.05,1261.2,,10/21/16
1269.65,1263.63,1273.66,1263.625,,10/20/16
1263.15,1272.25,1272.91,0,,10/19/16
1254,1265.25,1267.75,1254,,10/18/16
1251.4,1254,1257.2,1250.55,,10/17/16
1250.55,1250.55,1250.55,1250.55,,10/16/16
1258.35,1250.55,1259.005,1247.8,,10/14/16
1255.8,1260.25,1260.25,1253.3,,10/13/16
1253.2,1255.4,1255.4,1250.2,,10/12/16
1259.55,1253.25,1261.9,1252.65,,10/11/16
1260.005,1253.1,1262.105,1253.1,,10/10/16
1257.47,1257.47,1257.47,1257.47,,10/07/16
1268.05,1254.7,1269.45,1250.25,,10/06/16
1272.15,1263,1276.8,1262.1,,10/05/16
1283.7,1270.11,1283.7,1267.08,,10/04/16
1317.25,1311.89,1319.5,1309.6,,10/03/16
1312,1312,1312,1312,,10/02/16
1321.5,1312,1328.02,1312,,09/30/16
1322.1,1315.8,1325.84,1315.8,,09/29/16
1327.05,1321.95,1327.63,1318.22,,09/28/16
1338.35,1326.4,1339.57,1325.36,,09/27/16
1337,1337.95,1341.99,1332.89,,09/26/16
1343.2,1343.2,1343.2,1343.2,,09/25/16
1337.5,1337.61,1343.2,1333.94,,09/23/16
1332.57,1343.2,1344.05,1331.44,,09/22/16
1315,1342.2,1342.2,1310.08,,09/21/16
1313.5,1315.1,1318.02,1312.21,,09/20/16
1310.15,1314.2,1318.25,1309.54,,09/19/16
1303.55,1303.55,1303.55,0,,09/18/16
1315.4,1303.55,1318.12,1303.55,,09/16/16
1323,1314.8,1327.69,1306.95,,09/15/16
1319,1320.3,1325.89,1316.55,,09/14/16
1327.7,1318.5,1331.99,1315.95,,09/13/16
1327.7,1327.7,1327.7,1327.7,,09/12/16
1338.45,1328.05,1339.58,1327.79,,09/09/16
1345.88,1337.75,1348.97,1336.01,,09/08/16
1348.45,1344.95,1352.6,1343.23,,09/07/16
1326.5,1350.3,1351.85,1325.09,,09/06/16
1327.75,1325.55,1328.58,1324.55,,09/05/16
1327.75,1327.75,1327.75,1327.75,,09/04/16
1314.05,1327.75,1329.48,1308.08,,09/02/16
1310.32,1315.25,1319.85,1302.84,,09/01/16
1311.6,1308.95,1316.15,1306.09,,08/31/16
1324.05,1311.15,1325.23,1309.42,,08/30/16
1319.9,1327.2,1327.55,1315.57,,08/29/16
1317.25,1317.25,1317.25,1317.25,,08/28/16
1322.05,1317.25,1342.3,1317.15,,08/26/16
1325.4,1321.7,1327.11,1318.22,,08/25/16
1337.95,1323.75,1340.07,1323.65,,08/24/16
1339,1338.1,1344.77,1335.52,,08/23/16
1337.35,1333.75,1339.95,1332.39,,08/22/16
1341.5,1341.5,1341.5,1341.5,,08/21/16
1352.5,1341.5,1352.91,1338.01,,08/19/16
1350,1354.2,1356.06,1346.35,,08/18/16
1345.85,1348.75,1351.77,1341.28,,08/17/16
1339.95,1346.55,1357.55,1339.57,,08/16/16
1337.7,1339.45,1348.1,1335.95,,08/15/16
1336.2,1336.2,1336.2,1336.2,,08/14/16
1338.3,1336.2,1355.61,1334.23,,08/12/16
1347.25,1337,1353.24,1336.31,,08/11/16
1340.3,1340.5,1357.03,1340.3,,08/10/16
1335.3,1340.7,1342.31,1330.78,,08/09/16
1332.8,1333,1338.43,1330.12,,08/08/16
1336.6,1336.6,1336.6,1336.6,,08/07/16
1361.35,1336.6,1364.74,1335,,08/05/16
1358,1360.85,1361.7,1343.5,,08/04/16
1363.6,1357.9,1366.07,1354.61,,08/03/16
1353.3,1363.68,1366.99,1347.41,,08/02/16
1352.9,1352.78,1354.93,1346.53,,08/01/16
1351.1,1351.1,1351.1,1351.1,,07/31/16
1335.7,1351.1,1355.01,1330.51,,07/29/16
1338.4,1335.5,1345.28,1332.79,,07/28/16
1319.6,1347.5,1347.5,1316.66,,07/27/16
1317,1320.5,1323.5,1317,,07/26/16
1322.2,1315.7,1323.82,1312.7,,07/25/16
1323.16,1323.16,1323.16,1323.16,,07/24/16
1332.98,1323.16,1333.71,1320.18,,07/22/16
1313.9,1339,1339,1310.98,,07/21/16
1332.4,1310.5,1335.67,1310.5,,07/20/16
1328.7,1334.8,1334.8,1325.87,,07/19/16
1333.25,1326,1334.9,1324,,07/18/16
1337.85,1337.85,1337.85,1337.85,,07/17/16
1335.95,1337.85,1338.9,1322.87,,07/15/16
1343.5,1335.1,1347.05,1320.57,,07/14/16
1332.15,1342.8,1347.5,1328.1,,07/13/16
1355.7,1332.5,1357.7,1330.83,,07/12/16
1368.65,1355.25,1374.86,1351.88,,07/11/16
1359.45,1366.8,1367.35,1336.18,,07/08/16
1363,1363,1370.2,1351.24,,07/07/16
1357.05,1363.9,1375.08,1356.3,,07/06/16
1349.25,1360,1360,1338.38,,07/05/16
1339.8,1351.1,1357.24,1339.8,,07/04/16
1342.65,1342.65,1342.65,1342.65,,07/03/16
1323.05,1342.65,1344.56,1320.96,,07/01/16
1317.9,1322.18,1324.08,1313.3,,06/30/16
1324.55,1317.5,1326.16,1306.125,,06/28/16
1326.25,1324.8,1335.5,1317.84,,06/27/16
1254.55,1333.75,1358.25,1251.35,,06/24/16
1263.8,1255.65,1270.73,1255.65,,06/23/16
1269.8,1266.31,1270.7,1261.69,,06/22/16
1290.2,1264.7,1293.97,1263.15,,06/21/16
1286.03,1290.15,1292.27,1278.09,,06/20/16
1301.35,1301.35,1301.35,1301.35,,06/19/16
1293.45,1277.5,1314.75,1277.4,,06/16/16
1285.05,1284.2,1285.05,1278.6,,06/15/16
1283.45,1283.45,1294.5,1276.68,,06/14/16
1284.05,1284.05,1284.05,1284.05,,06/13/16
1274.05,1274.05,1274.05,1274.05,,06/12/16
1269.5,1274.05,1277.76,1264.78,,06/10/16
1261.8,1269.15,1271.6,1257.35,,06/09/16
1245.1,1265.5,1265.5,1243.3,,06/08/16
1245.25,1247,1247,1235.1,,06/07/16
1244.3,1248,1248.68,1240.24,,06/06/16
1244.55,1244.55,1244.55,1244.55,,06/05/16
1210.6,1244.55,1244.9,1207.12,,06/03/16
1213.05,1212.5,1217.72,1209.4,,06/02/16
1216.15,1214.3,1220.47,1206.23,,06/01/16
1207.35,1215.85,1218.26,1207.3,,05/31/16
1213.05,1205.05,1213.6,1200.3,,05/30/16
1207.05,1207.05,1207.05,1207.05,,05/29/16
1220.2,1207.05,1223.29,1207.05,,05/27/16
1219.65,1221.6,1233.75,1218.76,,05/26/16
1227.6,1223.5,1230.01,1217.97,,05/25/16
1249.25,1226.5,1252.02,1226.43,,05/24/16
1251,1250.9,1255.83,1243.35,,05/23/16
1252.15,1252.15,1252.15,1252.15,,05/22/16
1255.8,1252.15,1259.74,1249.07,,05/20/16
1258.85,1256.1,1261.32,1244.93,,05/19/16
1280.6,1258.3,1281.41,1255.19,,05/18/16
1274.3,1280,1282.09,1269.36,,05/17/16
1273.1,1277,1288.14,1271.33,,05/16/16
1278,1278,1278,1278,,05/15/16
1264.35,1278,1278.85,1264.12,,05/13/16
1268.08,1277.3,1280.96,1263.65,,05/12/16
1266.3,1272.6,1278.87,1264.99,,05/11/16
1264.35,1266.4,1269.38,1256.97,,05/10/16
1284.84,1263.8,1287.55,1261.53,,05/09/16
1288.7,1288.7,1288.7,1288.7,,05/08/16
1277.85,1288.7,1295.38,1274.7,,05/06/16
1279.95,1278.5,1286.02,1269.33,,05/05/16
1292.28,1286,1301.67,1282.8,,05/03/16
1292.95,1298.7,1303.63,1287.93,,05/02/16
1279.5,1279.5,1279.5,1279.5,,05/01/16
1266.2,1279.5,1296.51,1265.16,,04/29/16
1245.45,1266.28,1269.87,1238.37,,04/28/16
1243.1,1246.56,1252.27,1241.95,,04/27/16
1238.1,1242.6,1244.42,1231.69,,04/26/16
1232.31,1234.8,1242.08,1230.4,,04/25/16
1227.5,1227.5,1227.5,1227.5,,04/24/16
1248.3,1227.5,1252,1227.5,,04/22/16
1243.85,1248.85,1270.1,1243.65,,04/21/16
1252.33,1244.3,1263.1,1242.57,,04/20/16
1232.03,1250.5,1256.21,1228.33,,04/19/16
1235.2,1231.55,1241.73,1230.73,,04/18/16
1237.35,1237.35,1237.35,1237.35,,04/17/16
1227.3,1237.35,1237.35,1225.48,,04/15/16
1242.9,1223.875,1243.87,1221.55,,04/14/16
1255.85,1240,1256.81,1239.15,,04/13/16
1256.45,1253.2,1262.12,1251.51,,04/12/16
1245.3,1257.95,1258.61,1244.25,,04/11/16
1239.65,1240.6,1242.64,1229.84,,04/08/16
1223.2,1240.85,1243.17,1222.86,,04/07/16
1230.45,1226,1231.99,1217.95,,04/06/16
1215.95,1221.6,1236.23,1215.03,,04/05/16
1217.82,1213.9,1222.65,1213.9,,04/04/16
1222.45,1222.45,1222.45,1222.45,,04/03/16
1231.76,1222.45,1235.37,1209.34,,04/01/16
1226.2,1232.7,1239.28,1224.33,,03/31/16
1241.61,1224,1243.23,1224,,03/30/16
1221.17,1243.3,1244,1215.58,,03/29/16
1216.65,1221.05,1222.77,1208.55,,03/28/16
1217.25,1217.25,1217.25,1217.25,,03/27/16
1222.83,1217.25,1223.74,1213.13,,03/24/16
1248.08,1223.4,1249.46,1214.45,,03/23/16
1243.81,1247.66,1259.45,1242.62,,03/22/16
1254.75,1243.73,1255.3,1241.05,,03/21/16
1255.31,1255.65,1256.06,1255.06,,03/20/16
1258.89,1255.36,1266.85,1248.04,,03/18/16
1259.9,1259.47,1270.93,1254.66,,03/17/16
1233.06,1259.85,1263.87,1227.27,,03/16/16
1235.41,1233.02,1237.47,1226.76,,03/15/16
1251.6,1235.51,1260.45,1229.9,,03/14/16
1248.15,1250.87,1250.98,1248.15,,03/13/16
1269.85,1245.75,1282.86,1245.75,,03/11/16
1252.95,1279.5,1279.5,1237.82,,03/10/16
1261.95,1253,1264.8,1243.88,,03/09/16
1266.44,1260,1277.83,1260,,03/08/16
1259.86,1267.75,1272.74,1257.12,,03/07/16
1261.21,1258.05,1279.42,1250.73,,03/04/16
1241.7,1270.1,1270.1,1237.74,,03/03/16
1231.58,1240.1,1243.87,1225,,03/02/16
1239.75,1232.1,1248.37,1228.14,,03/01/16
1218.4,1238.71,1241.12,1218.09,,02/29/16
1222.75,1222.75,1222.75,1222.75,,02/28/16
1232.65,1222.75,1240.26,1212.16,,02/26/16
1227.03,1233.35,1242.85,1221.8,,02/25/16
1227.08,1229.55,1253.23,1222.15,,02/24/16
1209.11,1227.27,1228.01,1207.41,,02/23/16
1224.4,1207,1226.26,1202.2,,02/22/16
1224.1,1224.1,1224.1,1224.1,,02/21/16
1231.28,1227.85,1234.56,1220.15,,02/19/16
1208.25,1231.5,1239.45,1201.04,,02/18/16
1203.17,1208.505,1213.67,1196.1,,02/17/16
1208.85,1197.95,1216.71,1191.4,,02/16/16
1232.81,1211.3,1234.57,1202.21,,02/15/16
1248.32,1237.1,1248.32,1232.63,,02/12/16
1197.3,1246.6,1261.265,1197.25,,02/11/16
1189.57,1197.8,1197.83,1181.69,,02/10/16
1190.89,1188.95,1198.98,1186.06,,02/09/16
1169.26,1189.23,1200.605,1164.56,,02/08/16
1155.88,1173.4,1174.47,1145.45,,02/05/16
1141.77,1160,1160.875,1139.89,,02/04/16
1128.42,1142.5,1145.255,1124.58,,02/03/16
1128.38,1128.96,1130.355,1122.93,,02/02/16
1116.35,1129,1131.875,1116.35,,02/01/16
1115.57,1118.17,1118.3,1109.13,,01/29/16
1125.74,1120,1125.99,1111.96,,01/28/16
1120.56,1124.2,1129.85,1115.07,,01/27/16
1108.58,1120.05,1123.02,1107.17,,01/26/16
1097.9,1108.1,1109.05,1097.38,,01/25/16
1097.66,1097.66,1097.66,1097.66,,01/24/16
1100.84,1097.66,1102.18,1094.18,,01/22/16
1106.2,1104.2,1106.78,1104.2,,01/21/16
1087.97,1100.5,1109.09,1087.97,,01/20/16
1088.47,1082.2,1094.23,1082.2,,01/19/16
1090.3,1086.5,1093.12,1086.5,,01/18/16
1078.7,1088.95,1097.09,1076.42,,01/15/16
1093.5,1078.3,1095.31,1071.6,,01/14/16
1087.66,1096,1096.75,1080.06,,01/13/16
1095.4,1087.2,1098.77,1083.69,,01/12/16
1107.85,1092.8,1108.36,1092.8,,01/11/16
1108.92,1104.1,1111.99,1094.27,,01/08/16
1093.9,1108.4,1110.07,1091.69,,01/07/16
1077.99,1093.57,1095.29,1075.53,,01/06/16
1073.63,1077.35,1081.985,1073.17,,01/05/16
1065.1,1074.2,1083.255,1061.99,,01/04/16
1061.75,1060.82,1063.495,1058.865,,12/31/15
1069.29,1063.2,1072.29,1059.55,,12/30/15
1069.06,1067.3,1075.23,1067.3,,12/29/15
1076.55,1065.9,1077.15,1065.9,,12/28/15
1070.7,1076.05,1076.93,1070.43,,12/24/15
1073.1,1067.8,1075.54,1067.8,,12/23/15
1078.4,1072.4,1080.56,1071.95,,12/22/15
1066.35,1079.8,1081.36,1064.06,,12/21/15
1070.3,1070.3,1070.3,1070.3,,12/20/15
1051.35,1066,1069.89,1051.2,,12/18/15
1072.1,1048.3,1072.92,1047.45,,12/17/15
1061.4,1069,1078.02,1061.32,,12/16/15
1063.65,1058.1,1068.29,1057.25,,12/15/15
1073.9,1060.5,1077.41,1059.44,,12/14/15
1071.95,1074.1,1079.58,1062.71,,12/11/15
1072.4,1071.69,1076.36,1070.09,,12/10/15
1074.85,1073.5,1085.355,1069.84,,12/09/15
1071.3,1074.88,1078.485,1068.07,,12/08/15
1084.95,1071.3,1086.56,1067.91,,12/07/15
1064.005,1086.98,1088.68,1064.005,,12/04/15
1054.05,1054,1065.485,1046.41,,12/03/15
1069.04,1053.55,1071.51,1051.96,,12/02/15
1064.97,1070.04,1073.17,1063.39,,12/01/15
1058.5,1064.75,1068.66,1053.55,,11/30/15
0,1056.2,1056.2,1056.2,,11/27/15
1071,1073.1,1073.1,1071,,11/26/15
1075.72,1071.3,1080.64,1068.12,,11/25/15
1069.3,1075.79,1080.75,1069.28,,11/24/15
1074.65,1065,1076.74,1065,,11/23/15
1082.25,1078.8,1087.2,1076.05,,11/20/15
1071.8,1082.2,1086.09,1070.005,,11/19/15
1071.85,1070.8,1074.05,1065.87,,11/18/15
1083.89,1070.25,1084.63,1065.93,,11/17/15
1088.15,1083.04,1098.05,1081.645,,11/16/15
1085.2,1083.7,1088.125,1080.375,,11/13/15
1086.65,1086.6,1089.6,1075.05,,11/12/15
1090,1086.24,1093.45,1084.21,,11/11/15
1092.35,1089.9,1094.48,1086.125,,11/10/15
1090.35,1092.125,1095.43,1088.82,,11/09/15
1104.85,1089.85,1112.55,1085.7,,11/06/15
1108.1,1103.95,1111.55,1103.15,,11/05/15
1118.3,1102,1122.8,1102,,11/04/15
1134.1,1114.2,1138.28,1114.2,,11/03/15
1141.6,1133.55,1142.9,1133.15,,11/02/15
1142.05,1142.05,1142.05,1142.05,,11/01/15
1145.88,1142.05,1150.05,1139.85,,10/30/15
1157.55,1146.78,1162.75,1144.68,,10/29/15
1167.45,1157.55,1182.8,1153.05,,10/28/15
1164.05,1167.25,1168.15,1161.28,,10/27/15
1163.15,1163.5,1169.35,1162.55,,10/26/15
1164.45,1163.05,1164.45,1162.45,,10/25/15
1166.4,1164.45,1179.46,1159.17,,10/23/15
1167.7,1168.5,1171.375,1163.235,,10/22/15
1176.55,1167.1,1179.25,1164.02,,10/21/15
1170,1173.5,1180.33,1167.5,,10/20/15
1176.75,1170.75,1178.15,1168.85,,10/19/15
1182.25,1177.55,1184.48,1174.96,,10/16/15
1184.75,1181.3,1191.03,1176.365,,10/15/15
0,1185.33,1185.33,1185.33,,10/14/15
1163.6,1168.9,1168.9,1151.91,,10/13/15
1155.7,1169.9,1169.9,1154.95,,10/12/15
1157.53,1157.53,1157.53,1157.53,,10/10/15
1139.15,1157.53,1159.765,1139.1,,10/09/15
1145.35,1154,1154,1137.21,,10/08/15
1147.05,1155,1155,1142.44,,10/07/15
1135.95,1153.9,1153.9,1135.25,,10/06/15
1137.2,1135.75,1141.57,1130.33,,10/05/15
1138.14,1138.14,1138.14,1138.14,,10/04/15
1114.08,1138.14,1141.5,1105.25,,10/02/15
1115.7,1114.08,1118.855,1111.255,,10/01/15
1127.45,1115,1128.1,1112.255,,09/30/15
1132.25,1127.25,1134.225,1124.605,,09/29/15
1145.5,1132.05,1147.85,1128.32,,09/28/15
1150.2,1145.8,1151.15,1141.255,,09/25/15
1132.05,1153.05,1156.48,1131.95,,09/24/15
1125.05,1130.4,1133.98,1122.05,,09/23/15
1133.4,1124.65,1136.15,1121.725,,09/22/15
1139.45,1133.4,1140,1130.605,,09/21/15
1131.15,1139.4,1141.765,1127.65,,09/18/15
1119.5,1130.85,1133.5,1115.855,,09/17/15
1105.55,1119.55,1124.18,1104.15,,09/16/15
1109.2,1105.4,1109.2,1103.32,,09/15/15
1107.65,1108.8,1110.45,1103.7,,09/14/15
1107.9,1107.9,1107.9,1107.9,,09/13/15
1111.15,1107.9,1112.75,1098.75,,09/11/15
1107.15,1111.65,1114.625,1104,,09/10/15
1122,1106.1,1125.25,1101.725,,09/09/15
1119.3,1121.8,1126.57,1118.8,,09/08/15
1123.35,1119.3,1124.85,1116.6,,09/07/15
1125.3,1123,1129.605,1117.71,,09/04/15
1133.9,1122,1134.25,1121.1,,09/03/15
1140,1134.05,1142.5,1132.75,,09/02/15
1137.5,1140,1147.82,1137.3,,09/01/15
1133.95,1134.5,1136.68,1126.07,,08/31/15
1125.65,1133.96,1140.68,1124.105,,08/28/15
1126.2,1125.85,1129.3,1118.865,,08/27/15
1140.45,1125.55,1146.35,1117.93,,08/26/15
1153.4,1140.65,1156.55,1134.95,,08/25/15
1164.65,1155.15,1170.16,1147.855,,08/24/15
1153.9,1160.15,1167.65,1149.07,,08/21/15
